,Q
284,"[0.00998945 0.0199789  0.02996835 0.0399578  0.04994724 0.05993669
 0.06992614 0.07991559 0.08990504 0.09989449 0.10988394 0.11987339
 0.12986283 0.13985228 0.14984173 0.15983118 0.16982063 0.17981008
 0.18979953 0.19978898 0.20977843 0.21976787 0.22975732 0.23974677
 0.24973622 0.25972567 0.26971512 0.27970457 0.28969402 0.29968346
 0.30967291 0.31966236 0.32965181 0.33964126 0.34963071 0.35962016
 0.36960961 0.37959906 0.3895885  0.39957795 0.4095674  0.41955685
 0.4295463  0.43953575 0.4495252  0.45951465 0.46950409 0.47949354
 0.48948299 0.49947244 0.50946189 0.51945134 0.52944079 0.53943024
 0.54941968 0.55940913 0.56939858 0.57938803 0.58937748 0.59936693
 0.60935638 0.61934583 0.62933528 0.63932472 0.64931417 0.65930362
 0.66929307 0.67928252 0.68927197 0.69926142 0.70925087 0.71924031
 0.72922976 0.73921921 0.74920866 0.75919811 0.76918756 0.77917701
 0.78916646 0.79915591 0.80914535 0.8191348  0.82912425 0.8391137
 0.84910315 0.8590926  0.86908205 0.8790715  0.88906094 0.89905039
 0.90903984 0.91902929 0.92901874 0.93900819 0.94899764 0.95898709
 0.96897654 0.97896598 0.98895543 0.99894488]"
285,"[0.00986321 0.01972641 0.02958962 0.03945283 0.04931603 0.05917924
 0.06904244 0.07890565 0.08876886 0.09863206 0.10849527 0.11835848
 0.12822168 0.13808489 0.14794809 0.1578113  0.16767451 0.17753771
 0.18740092 0.19726413 0.20712733 0.21699054 0.22685374 0.23671695
 0.24658016 0.25644336 0.26630657 0.27616978 0.28603298 0.29589619
 0.30575939 0.3156226  0.32548581 0.33534901 0.34521222 0.35507543
 0.36493863 0.37480184 0.38466505 0.39452825 0.40439146 0.41425466
 0.42411787 0.43398108 0.44384428 0.45370749 0.4635707  0.4734339
 0.48329711 0.49316031 0.50302352 0.51288673 0.52274993 0.53261314
 0.54247635 0.55233955 0.56220276 0.57206596 0.58192917 0.59179238
 0.60165558 0.61151879 0.621382   0.6312452  0.64110841 0.65097162
 0.66083482 0.67069803 0.68056123 0.69042444 0.70028765 0.71015085
 0.72001406 0.72987727 0.73974047 0.74960368 0.75946688 0.76933009
 0.7791933  0.7890565  0.79891971 0.80878292 0.81864612 0.82850933
 0.83837253 0.84823574 0.85809895 0.86796215 0.87782536 0.88768857
 0.89755177 0.90741498 0.91727818 0.92714139 0.9370046  0.9468678
 0.95673101 0.96659422 0.97645742 0.98632063]"
286,"[0.00984429 0.01968857 0.02953286 0.03937715 0.04922143 0.05906572
 0.06891001 0.07875429 0.08859858 0.09844287 0.10828715 0.11813144
 0.12797573 0.13782001 0.1476643  0.15750858 0.16735287 0.17719716
 0.18704144 0.19688573 0.20673002 0.2165743  0.22641859 0.23626288
 0.24610716 0.25595145 0.26579574 0.27564002 0.28548431 0.2953286
 0.30517288 0.31501717 0.32486146 0.33470574 0.34455003 0.35439432
 0.3642386  0.37408289 0.38392718 0.39377146 0.40361575 0.41346003
 0.42330432 0.43314861 0.44299289 0.45283718 0.46268147 0.47252575
 0.48237004 0.49221433 0.50205861 0.5119029  0.52174719 0.53159147
 0.54143576 0.55128005 0.56112433 0.57096862 0.58081291 0.59065719
 0.60050148 0.61034577 0.62019005 0.63003434 0.63987863 0.64972291
 0.6595672  0.66941148 0.67925577 0.68910006 0.69894434 0.70878863
 0.71863292 0.7284772  0.73832149 0.74816578 0.75801006 0.76785435
 0.77769864 0.78754292 0.79738721 0.8072315  0.81707578 0.82692007
 0.83676436 0.84660864 0.85645293 0.86629722 0.8761415  0.88598579
 0.89583008 0.90567436 0.91551865 0.92536293 0.93520722 0.94505151
 0.95489579 0.96474008 0.97458437 0.98442865]"
287,"[0.00983638 0.01967276 0.02950915 0.03934553 0.04918191 0.05901829
 0.06885467 0.07869106 0.08852744 0.09836382 0.1082002  0.11803658
 0.12787297 0.13770935 0.14754573 0.15738211 0.16721849 0.17705488
 0.18689126 0.19672764 0.20656402 0.2164004  0.22623679 0.23607317
 0.24590955 0.25574593 0.26558231 0.2754187  0.28525508 0.29509146
 0.30492784 0.31476422 0.32460061 0.33443699 0.34427337 0.35410975
 0.36394613 0.37378252 0.3836189  0.39345528 0.40329166 0.41312804
 0.42296443 0.43280081 0.44263719 0.45247357 0.46230995 0.47214634
 0.48198272 0.4918191  0.50165548 0.51149186 0.52132825 0.53116463
 0.54100101 0.55083739 0.56067377 0.57051016 0.58034654 0.59018292
 0.6000193  0.60985569 0.61969207 0.62952845 0.63936483 0.64920121
 0.6590376  0.66887398 0.67871036 0.68854674 0.69838312 0.70821951
 0.71805589 0.72789227 0.73772865 0.74756503 0.75740142 0.7672378
 0.77707418 0.78691056 0.79674694 0.80658333 0.81641971 0.82625609
 0.83609247 0.84592885 0.85576524 0.86560162 0.875438   0.88527438
 0.89511076 0.90494715 0.91478353 0.92461991 0.93445629 0.94429267
 0.95412906 0.96396544 0.97380182 0.9836382 ]"
288,"[0.009825   0.01964999 0.02947499 0.03929998 0.04912498 0.05894998
 0.06877497 0.07859997 0.08842497 0.09824996 0.10807496 0.11789995
 0.12772495 0.13754995 0.14737494 0.15719994 0.16702494 0.17684993
 0.18667493 0.19649992 0.20632492 0.21614992 0.22597491 0.23579991
 0.24562491 0.2554499  0.2652749  0.27509989 0.28492489 0.29474989
 0.30457488 0.31439988 0.32422488 0.33404987 0.34387487 0.35369986
 0.36352486 0.37334986 0.38317485 0.39299985 0.40282484 0.41264984
 0.42247484 0.43229983 0.44212483 0.45194983 0.46177482 0.47159982
 0.48142481 0.49124981 0.50107481 0.5108998  0.5207248  0.5305498
 0.54037479 0.55019979 0.56002478 0.56984978 0.57967478 0.58949977
 0.59932477 0.60914977 0.61897476 0.62879976 0.63862475 0.64844975
 0.65827475 0.66809974 0.67792474 0.68774974 0.69757473 0.70739973
 0.71722472 0.72704972 0.73687472 0.74669971 0.75652471 0.76634971
 0.7761747  0.7859997  0.79582469 0.80564969 0.81547469 0.82529968
 0.83512468 0.84494967 0.85477467 0.86459967 0.87442466 0.88424966
 0.89407466 0.90389965 0.91372465 0.92354964 0.93337464 0.94319964
 0.95302463 0.96284963 0.97267463 0.98249962]"
289,"[0.00995174 0.01990348 0.02985522 0.03980696 0.0497587  0.05971044
 0.06966218 0.07961392 0.08956566 0.0995174  0.10946914 0.11942088
 0.12937261 0.13932435 0.14927609 0.15922783 0.16917957 0.17913131
 0.18908305 0.19903479 0.20898653 0.21893827 0.22889001 0.23884175
 0.24879349 0.25874523 0.26869697 0.27864871 0.28860045 0.29855219
 0.30850393 0.31845567 0.32840741 0.33835915 0.34831089 0.35826263
 0.36821436 0.3781661  0.38811784 0.39806958 0.40802132 0.41797306
 0.4279248  0.43787654 0.44782828 0.45778002 0.46773176 0.4776835
 0.48763524 0.49758698 0.50753872 0.51749046 0.5274422  0.53739394
 0.54734568 0.55729742 0.56724916 0.5772009  0.58715264 0.59710438
 0.60705611 0.61700785 0.62695959 0.63691133 0.64686307 0.65681481
 0.66676655 0.67671829 0.68667003 0.69662177 0.70657351 0.71652525
 0.72647699 0.73642873 0.74638047 0.75633221 0.76628395 0.77623569
 0.78618743 0.79613917 0.80609091 0.81604265 0.82599439 0.83594613
 0.84589786 0.8558496  0.86580134 0.87575308 0.88570482 0.89565656
 0.9056083  0.91556004 0.92551178 0.93546352 0.94541526 0.955367
 0.96531874 0.97527048 0.98522222 0.99517396]"
290,"[0.00996153 0.01992306 0.02988459 0.03984612 0.04980765 0.05976918
 0.06973071 0.07969224 0.08965378 0.09961531 0.10957684 0.11953837
 0.1294999  0.13946143 0.14942296 0.15938449 0.16934602 0.17930755
 0.18926908 0.19923061 0.20919214 0.21915367 0.2291152  0.23907673
 0.24903826 0.2589998  0.26896133 0.27892286 0.28888439 0.29884592
 0.30880745 0.31876898 0.32873051 0.33869204 0.34865357 0.3586151
 0.36857663 0.37853816 0.38849969 0.39846122 0.40842275 0.41838428
 0.42834582 0.43830735 0.44826888 0.45823041 0.46819194 0.47815347
 0.488115   0.49807653 0.50803806 0.51799959 0.52796112 0.53792265
 0.54788418 0.55784571 0.56780724 0.57776877 0.5877303  0.59769183
 0.60765337 0.6176149  0.62757643 0.63753796 0.64749949 0.65746102
 0.66742255 0.67738408 0.68734561 0.69730714 0.70726867 0.7172302
 0.72719173 0.73715326 0.74711479 0.75707632 0.76703785 0.77699939
 0.78696092 0.79692245 0.80688398 0.81684551 0.82680704 0.83676857
 0.8467301  0.85669163 0.86665316 0.87661469 0.88657622 0.89653775
 0.90649928 0.91646081 0.92642234 0.93638387 0.94634541 0.95630694
 0.96626847 0.97623    0.98619153 0.99615306]"
291,"[0.00996618 0.01993235 0.02989853 0.03986471 0.04983089 0.05979706
 0.06976324 0.07972942 0.0896956  0.09966177 0.10962795 0.11959413
 0.12956031 0.13952648 0.14949266 0.15945884 0.16942501 0.17939119
 0.18935737 0.19932355 0.20928972 0.2192559  0.22922208 0.23918826
 0.24915443 0.25912061 0.26908679 0.27905296 0.28901914 0.29898532
 0.3089515  0.31891767 0.32888385 0.33885003 0.34881621 0.35878238
 0.36874856 0.37871474 0.38868092 0.39864709 0.40861327 0.41857945
 0.42854562 0.4385118  0.44847798 0.45844416 0.46841033 0.47837651
 0.48834269 0.49830887 0.50827504 0.51824122 0.5282074  0.53817358
 0.54813975 0.55810593 0.56807211 0.57803828 0.58800446 0.59797064
 0.60793682 0.61790299 0.62786917 0.63783535 0.64780153 0.6577677
 0.66773388 0.67770006 0.68766623 0.69763241 0.70759859 0.71756477
 0.72753094 0.73749712 0.7474633  0.75742948 0.76739565 0.77736183
 0.78732801 0.79729419 0.80726036 0.81722654 0.82719272 0.83715889
 0.84712507 0.85709125 0.86705743 0.8770236  0.88698978 0.89695596
 0.90692214 0.91688831 0.92685449 0.93682067 0.94678685 0.95675302
 0.9667192  0.97668538 0.98665155 0.99661773]"
292,"[0.00996902 0.01993805 0.02990707 0.03987609 0.04984512 0.05981414
 0.06978316 0.07975219 0.08972121 0.09969024 0.10965926 0.11962828
 0.12959731 0.13956633 0.14953535 0.15950438 0.1694734  0.17944242
 0.18941145 0.19938047 0.20934949 0.21931852 0.22928754 0.23925656
 0.24922559 0.25919461 0.26916363 0.27913266 0.28910168 0.29907071
 0.30903973 0.31900875 0.32897778 0.3389468  0.34891582 0.35888485
 0.36885387 0.37882289 0.38879192 0.39876094 0.40872996 0.41869899
 0.42866801 0.43863703 0.44860606 0.45857508 0.46854411 0.47851313
 0.48848215 0.49845118 0.5084202  0.51838922 0.52835825 0.53832727
 0.54829629 0.55826532 0.56823434 0.57820336 0.58817239 0.59814141
 0.60811043 0.61807946 0.62804848 0.6380175  0.64798653 0.65795555
 0.66792458 0.6778936  0.68786262 0.69783165 0.70780067 0.71776969
 0.72773872 0.73770774 0.74767676 0.75764579 0.76761481 0.77758383
 0.78755286 0.79752188 0.8074909  0.81745993 0.82742895 0.83739798
 0.847367   0.85733602 0.86730505 0.87727407 0.88724309 0.89721212
 0.90718114 0.91715016 0.92711919 0.93708821 0.94705723 0.95702626
 0.96699528 0.9769643  0.98693333 0.99690235]"
293,"[0.00998217 0.01996434 0.02994652 0.03992869 0.04991086 0.05989303
 0.06987521 0.07985738 0.08983955 0.09982172 0.1098039  0.11978607
 0.12976824 0.13975041 0.14973258 0.15971476 0.16969693 0.1796791
 0.18966127 0.19964345 0.20962562 0.21960779 0.22958996 0.23957213
 0.24955431 0.25953648 0.26951865 0.27950082 0.289483   0.29946517
 0.30944734 0.31942951 0.32941169 0.33939386 0.34937603 0.3593582
 0.36934037 0.37932255 0.38930472 0.39928689 0.40926906 0.41925124
 0.42923341 0.43921558 0.44919775 0.45917992 0.4691621  0.47914427
 0.48912644 0.49910861 0.50909079 0.51907296 0.52905513 0.5390373
 0.54901948 0.55900165 0.56898382 0.57896599 0.58894816 0.59893034
 0.60891251 0.61889468 0.62887685 0.63885903 0.6488412  0.65882337
 0.66880554 0.67878772 0.68876989 0.69875206 0.70873423 0.7187164
 0.72869858 0.73868075 0.74866292 0.75864509 0.76862727 0.77860944
 0.78859161 0.79857378 0.80855595 0.81853813 0.8285203  0.83850247
 0.84848464 0.85846682 0.86844899 0.87843116 0.88841333 0.89839551
 0.90837768 0.91835985 0.92834202 0.93832419 0.94830637 0.95828854
 0.96827071 0.97825288 0.98823506 0.99821723]"
294,"[0.00998405 0.01996809 0.02995214 0.03993619 0.04992024 0.05990428
 0.06988833 0.07987238 0.08985642 0.09984047 0.10982452 0.11980857
 0.12979261 0.13977666 0.14976071 0.15974476 0.1697288  0.17971285
 0.1896969  0.19968094 0.20966499 0.21964904 0.22963309 0.23961713
 0.24960118 0.25958523 0.26956927 0.27955332 0.28953737 0.29952142
 0.30950546 0.31948951 0.32947356 0.33945761 0.34944165 0.3594257
 0.36940975 0.37939379 0.38937784 0.39936189 0.40934594 0.41932998
 0.42931403 0.43929808 0.44928212 0.45926617 0.46925022 0.47923427
 0.48921831 0.49920236 0.50918641 0.51917046 0.5291545  0.53913855
 0.5491226  0.55910664 0.56909069 0.57907474 0.58905879 0.59904283
 0.60902688 0.61901093 0.62899497 0.63897902 0.64896307 0.65894712
 0.66893116 0.67891521 0.68889926 0.69888331 0.70886735 0.7188514
 0.72883545 0.73881949 0.74880354 0.75878759 0.76877164 0.77875568
 0.78873973 0.79872378 0.80870782 0.81869187 0.82867592 0.83865997
 0.84864401 0.85862806 0.86861211 0.87859616 0.8885802  0.89856425
 0.9085483  0.91853234 0.92851639 0.93850044 0.94848449 0.95846853
 0.96845258 0.97843663 0.98842067 0.99840472]"
295,"[0.00998622 0.01997243 0.02995865 0.03994487 0.04993108 0.0599173
 0.06990352 0.07988974 0.08987595 0.09986217 0.10984839 0.1198346
 0.12982082 0.13980704 0.14979325 0.15977947 0.16976569 0.17975191
 0.18973812 0.19972434 0.20971056 0.21969677 0.22968299 0.23966921
 0.24965542 0.25964164 0.26962786 0.27961408 0.28960029 0.29958651
 0.30957273 0.31955894 0.32954516 0.33953138 0.34951759 0.35950381
 0.36949003 0.37947624 0.38946246 0.39944868 0.4094349  0.41942111
 0.42940733 0.43939355 0.44937976 0.45936598 0.4693522  0.47933841
 0.48932463 0.49931085 0.50929707 0.51928328 0.5292695  0.53925572
 0.54924193 0.55922815 0.56921437 0.57920058 0.5891868  0.59917302
 0.60915924 0.61914545 0.62913167 0.63911789 0.6491041  0.65909032
 0.66907654 0.67906275 0.68904897 0.69903519 0.7090214  0.71900762
 0.72899384 0.73898006 0.74896627 0.75895249 0.76893871 0.77892492
 0.78891114 0.79889736 0.80888357 0.81886979 0.82885601 0.83884223
 0.84882844 0.85881466 0.86880088 0.87878709 0.88877331 0.89875953
 0.90874574 0.91873196 0.92871818 0.9387044  0.94869061 0.95867683
 0.96866305 0.97864926 0.98863548 0.9986217 ]"
296,"[0.00998706 0.01997411 0.02996117 0.03994823 0.04993529 0.05992234
 0.0699094  0.07989646 0.08988351 0.09987057 0.10985763 0.11984468
 0.12983174 0.1398188  0.14980586 0.15979291 0.16977997 0.17976703
 0.18975408 0.19974114 0.2097282  0.21971526 0.22970231 0.23968937
 0.24967643 0.25966348 0.26965054 0.2796376  0.28962466 0.29961171
 0.30959877 0.31958583 0.32957288 0.33955994 0.349547   0.35953405
 0.36952111 0.37950817 0.38949523 0.39948228 0.40946934 0.4194564
 0.42944345 0.43943051 0.44941757 0.45940463 0.46939168 0.47937874
 0.4893658  0.49935285 0.50933991 0.51932697 0.52931403 0.53930108
 0.54928814 0.5592752  0.56926225 0.57924931 0.58923637 0.59922342
 0.60921048 0.61919754 0.6291846  0.63917165 0.64915871 0.65914577
 0.66913282 0.67911988 0.68910694 0.699094   0.70908105 0.71906811
 0.72905517 0.73904222 0.74902928 0.75901634 0.7690034  0.77899045
 0.78897751 0.79896457 0.80895162 0.81893868 0.82892574 0.83891279
 0.84889985 0.85888691 0.86887397 0.87886102 0.88884808 0.89883514
 0.90882219 0.91880925 0.92879631 0.93878337 0.94877042 0.95875748
 0.96874454 0.97873159 0.98871865 0.99870571]"
297,"[0.00998891 0.01997783 0.02996674 0.03995565 0.04994456 0.05993348
 0.06992239 0.0799113  0.08990021 0.09988913 0.10987804 0.11986695
 0.12985586 0.13984478 0.14983369 0.1598226  0.16981152 0.17980043
 0.18978934 0.19977825 0.20976717 0.21975608 0.22974499 0.2397339
 0.24972282 0.25971173 0.26970064 0.27968955 0.28967847 0.29966738
 0.30965629 0.31964521 0.32963412 0.33962303 0.34961194 0.35960086
 0.36958977 0.37957868 0.38956759 0.39955651 0.40954542 0.41953433
 0.42952324 0.43951216 0.44950107 0.45948998 0.4694789  0.47946781
 0.48945672 0.49944563 0.50943455 0.51942346 0.52941237 0.53940128
 0.5493902  0.55937911 0.56936802 0.57935693 0.58934585 0.59933476
 0.60932367 0.61931259 0.6293015  0.63929041 0.64927932 0.65926824
 0.66925715 0.67924606 0.68923497 0.69922389 0.7092128  0.71920171
 0.72919062 0.73917954 0.74916845 0.75915736 0.76914628 0.77913519
 0.7891241  0.79911301 0.80910193 0.81909084 0.82907975 0.83906866
 0.84905758 0.85904649 0.8690354  0.87902431 0.88901323 0.89900214
 0.90899105 0.91897997 0.92896888 0.93895779 0.9489467  0.95893562
 0.96892453 0.97891344 0.98890235 0.99889127]"
298,"[0.00998917 0.01997834 0.02996751 0.03995668 0.04994585 0.05993502
 0.06992419 0.07991336 0.08990253 0.0998917  0.10988087 0.11987004
 0.12985921 0.13984838 0.14983755 0.15982672 0.16981589 0.17980506
 0.18979423 0.1997834  0.20977257 0.21976174 0.22975091 0.23974008
 0.24972925 0.25971842 0.26970759 0.27969676 0.28968593 0.2996751
 0.30966427 0.31965344 0.32964261 0.33963178 0.34962095 0.35961012
 0.36959929 0.37958846 0.38957763 0.3995668  0.40955597 0.41954514
 0.42953431 0.43952348 0.44951265 0.45950182 0.46949099 0.47948016
 0.48946933 0.4994585  0.50944767 0.51943684 0.52942601 0.53941518
 0.54940435 0.55939352 0.56938269 0.57937186 0.58936103 0.5993502
 0.60933937 0.61932854 0.62931771 0.63930688 0.64929605 0.65928522
 0.66927439 0.67926356 0.68925273 0.6992419  0.70923107 0.71922024
 0.72920941 0.73919858 0.74918775 0.75917692 0.76916609 0.77915526
 0.78914443 0.7991336  0.80912277 0.81911194 0.82910111 0.83909028
 0.84907945 0.85906862 0.86905779 0.87904696 0.88903613 0.8990253
 0.90901447 0.91900364 0.92899281 0.93898198 0.94897115 0.95896032
 0.96894949 0.97893866 0.98892783 0.998917  ]"
299,"[0.01000736 0.02001472 0.03002208 0.04002944 0.05003679 0.06004415
 0.07005151 0.08005887 0.09006623 0.10007359 0.11008095 0.12008831
 0.13009566 0.14010302 0.15011038 0.16011774 0.1701251  0.18013246
 0.19013982 0.20014718 0.21015453 0.22016189 0.23016925 0.24017661
 0.25018397 0.26019133 0.27019869 0.28020605 0.2902134  0.30022076
 0.31022812 0.32023548 0.33024284 0.3402502  0.35025756 0.36026492
 0.37027227 0.38027963 0.39028699 0.40029435 0.41030171 0.42030907
 0.43031643 0.44032379 0.45033114 0.4603385  0.47034586 0.48035322
 0.49036058 0.50036794 0.5103753  0.52038266 0.53039001 0.54039737
 0.55040473 0.56041209 0.57041945 0.58042681 0.59043417 0.60044153
 0.61044888 0.62045624 0.6304636  0.64047096 0.65047832 0.66048568
 0.67049304 0.6805004  0.69050775 0.70051511 0.71052247 0.72052983
 0.73053719 0.74054455 0.75055191 0.76055927 0.77056662 0.78057398
 0.79058134 0.8005887  0.81059606 0.82060342 0.83061078 0.84061814
 0.85062549 0.86063285 0.87064021 0.88064757 0.89065493 0.90066229
 0.91066965 0.92067701 0.93068436 0.94069172 0.95069908 0.96070644
 0.9707138  0.98072116 0.99072852 1.00073588]"
300,"[0.00997864 0.01995728 0.02993593 0.03991457 0.04989321 0.05987185
 0.0698505  0.07982914 0.08980778 0.09978642 0.10976507 0.11974371
 0.12972235 0.13970099 0.14967963 0.15965828 0.16963692 0.17961556
 0.1895942  0.19957285 0.20955149 0.21953013 0.22950877 0.23948741
 0.24946606 0.2594447  0.26942334 0.27940198 0.28938063 0.29935927
 0.30933791 0.31931655 0.3292952  0.33927384 0.34925248 0.35923112
 0.36920976 0.37918841 0.38916705 0.39914569 0.40912433 0.41910298
 0.42908162 0.43906026 0.4490389  0.45901754 0.46899619 0.47897483
 0.48895347 0.49893211 0.50891076 0.5188894  0.52886804 0.53884668
 0.54882533 0.55880397 0.56878261 0.57876125 0.58873989 0.59871854
 0.60869718 0.61867582 0.62865446 0.63863311 0.64861175 0.65859039
 0.66856903 0.67854767 0.68852632 0.69850496 0.7084836  0.71846224
 0.72844089 0.73841953 0.74839817 0.75837681 0.76835546 0.7783341
 0.78831274 0.79829138 0.80827002 0.81824867 0.82822731 0.83820595
 0.84818459 0.85816324 0.86814188 0.87812052 0.88809916 0.8980778
 0.90805645 0.91803509 0.92801373 0.93799237 0.94797102 0.95794966
 0.9679283  0.97790694 0.98788559 0.99786423]"
301,"[0.01009811 0.02019621 0.03029432 0.04039242 0.05049053 0.06058864
 0.07068674 0.08078485 0.09088296 0.10098106 0.11107917 0.12117727
 0.13127538 0.14137349 0.15147159 0.1615697  0.1716678  0.18176591
 0.19186402 0.20196212 0.21206023 0.22215833 0.23225644 0.24235455
 0.25245265 0.26255076 0.27264887 0.28274697 0.29284508 0.30294318
 0.31304129 0.3231394  0.3332375  0.34333561 0.35343371 0.36353182
 0.37362993 0.38372803 0.39382614 0.40392424 0.41402235 0.42412046
 0.43421856 0.44431667 0.45441478 0.46451288 0.47461099 0.48470909
 0.4948072  0.50490531 0.51500341 0.52510152 0.53519962 0.54529773
 0.55539584 0.56549394 0.57559205 0.58569015 0.59578826 0.60588637
 0.61598447 0.62608258 0.63618069 0.64627879 0.6563769  0.666475
 0.67657311 0.68667122 0.69676932 0.70686743 0.71696553 0.72706364
 0.73716175 0.74725985 0.75735796 0.76745606 0.77755417 0.78765228
 0.79775038 0.80784849 0.8179466  0.8280447  0.83814281 0.84824091
 0.85833902 0.86843713 0.87853523 0.88863334 0.89873144 0.90882955
 0.91892766 0.92902576 0.93912387 0.94922197 0.95932008 0.96941819
 0.97951629 0.9896144  0.99971251 1.00981061]"
302,"[0.01010494 0.02020987 0.03031481 0.04041975 0.05052468 0.06062962
 0.07073455 0.08083949 0.09094443 0.10104936 0.1111543  0.12125924
 0.13136417 0.14146911 0.15157405 0.16167898 0.17178392 0.18188885
 0.19199379 0.20209873 0.21220366 0.2223086  0.23241354 0.24251847
 0.25262341 0.26272835 0.27283328 0.28293822 0.29304316 0.30314809
 0.31325303 0.32335796 0.3334629  0.34356784 0.35367277 0.36377771
 0.37388265 0.38398758 0.39409252 0.40419746 0.41430239 0.42440733
 0.43451226 0.4446172  0.45472214 0.46482707 0.47493201 0.48503695
 0.49514188 0.50524682 0.51535176 0.52545669 0.53556163 0.54566656
 0.5557715  0.56587644 0.57598137 0.58608631 0.59619125 0.60629618
 0.61640112 0.62650606 0.63661099 0.64671593 0.65682087 0.6669258
 0.67703074 0.68713567 0.69724061 0.70734555 0.71745048 0.72755542
 0.73766036 0.74776529 0.75787023 0.76797517 0.7780801  0.78818504
 0.79828997 0.80839491 0.81849985 0.82860478 0.83870972 0.84881466
 0.85891959 0.86902453 0.87912947 0.8892344  0.89933934 0.90944427
 0.91954921 0.92965415 0.93975908 0.94986402 0.95996896 0.97007389
 0.98017883 0.99028377 1.0003887  1.01049364]"
