,Q
366,"[-4.44060969e-15  9.47071143e-03  1.89414229e-02  2.84121343e-02
  3.78828457e-02  4.73535571e-02  5.68242686e-02  6.62949800e-02
  7.57656914e-02  8.52364028e-02  9.47071143e-02  1.04177826e-01
  1.13648537e-01  1.23119249e-01  1.32589960e-01  1.42060671e-01
  1.51531383e-01  1.61002094e-01  1.70472806e-01  1.79943517e-01
  1.89414229e-01  1.98884940e-01  2.08355651e-01  2.17826363e-01
  2.27297074e-01  2.36767786e-01  2.46238497e-01  2.55709209e-01
  2.65179920e-01  2.74650631e-01  2.84121343e-01  2.93592054e-01
  3.03062766e-01  3.12533477e-01  3.22004189e-01  3.31474900e-01
  3.40945611e-01  3.50416323e-01  3.59887034e-01  3.69357746e-01
  3.78828457e-01  3.88299169e-01  3.97769880e-01  4.07240591e-01
  4.16711303e-01  4.26182014e-01  4.35652726e-01  4.45123437e-01
  4.54594149e-01  4.64064860e-01  4.73535571e-01  4.83006283e-01
  4.92476994e-01  5.01947706e-01  5.11418417e-01  5.20889129e-01
  5.30359840e-01  5.39830551e-01  5.49301263e-01  5.58771974e-01
  5.68242686e-01  5.77713397e-01  5.87184109e-01  5.96654820e-01
  6.06125531e-01  6.15596243e-01  6.25066954e-01  6.34537666e-01
  6.44008377e-01  6.53479089e-01  6.62949800e-01  6.72420511e-01
  6.81891223e-01  6.91361934e-01  7.00832646e-01  7.10303357e-01
  7.19774069e-01  7.29244780e-01  7.38715491e-01  7.48186203e-01
  7.57656914e-01  7.67127626e-01  7.76598337e-01  7.86069048e-01
  7.95539760e-01  8.05010471e-01  8.14481183e-01  8.23951894e-01
  8.33422606e-01  8.42893317e-01  8.52364028e-01  8.61834740e-01
  8.71305451e-01  8.80776163e-01  8.90246874e-01  8.99717586e-01
  9.09188297e-01  9.18659008e-01  9.28129720e-01  9.37600431e-01]"
367,"[0.00948435 0.01896869 0.02845304 0.03793739 0.04742173 0.05690608
 0.06639043 0.07587477 0.08535912 0.09484347 0.10432781 0.11381216
 0.1232965  0.13278085 0.1422652  0.15174954 0.16123389 0.17071824
 0.18020258 0.18968693 0.19917128 0.20865562 0.21813997 0.22762432
 0.23710866 0.24659301 0.25607736 0.2655617  0.27504605 0.2845304
 0.29401474 0.30349909 0.31298343 0.32246778 0.33195213 0.34143647
 0.35092082 0.36040517 0.36988951 0.37937386 0.38885821 0.39834255
 0.4078269  0.41731125 0.42679559 0.43627994 0.44576429 0.45524863
 0.46473298 0.47421733 0.48370167 0.49318602 0.50267037 0.51215471
 0.52163906 0.5311234  0.54060775 0.5500921  0.55957644 0.56906079
 0.57854514 0.58802948 0.59751383 0.60699818 0.61648252 0.62596687
 0.63545122 0.64493556 0.65441991 0.66390426 0.6733886  0.68287295
 0.6923573  0.70184164 0.71132599 0.72081033 0.73029468 0.73977903
 0.74926337 0.75874772 0.76823207 0.77771641 0.78720076 0.79668511
 0.80616945 0.8156538  0.82513815 0.83462249 0.84410684 0.85359119
 0.86307553 0.87255988 0.88204423 0.89152857 0.90101292 0.91049727
 0.91998161 0.92946596 0.9389503  0.94843465]"
368,"[0.00953655 0.01907311 0.02860966 0.03814622 0.04768277 0.05721932
 0.06675588 0.07629243 0.08582899 0.09536554 0.10490209 0.11443865
 0.1239752  0.13351175 0.14304831 0.15258486 0.16212142 0.17165797
 0.18119452 0.19073108 0.20026763 0.20980419 0.21934074 0.22887729
 0.23841385 0.2479504  0.25748696 0.26702351 0.27656006 0.28609662
 0.29563317 0.30516972 0.31470628 0.32424283 0.33377939 0.34331594
 0.35285249 0.36238905 0.3719256  0.38146216 0.39099871 0.40053526
 0.41007182 0.41960837 0.42914493 0.43868148 0.44821803 0.45775459
 0.46729114 0.47682769 0.48636425 0.4959008  0.50543736 0.51497391
 0.52451046 0.53404702 0.54358357 0.55312013 0.56265668 0.57219323
 0.58172979 0.59126634 0.6008029  0.61033945 0.619876   0.62941256
 0.63894911 0.64848567 0.65802222 0.66755877 0.67709533 0.68663188
 0.69616843 0.70570499 0.71524154 0.7247781  0.73431465 0.7438512
 0.75338776 0.76292431 0.77246087 0.78199742 0.79153397 0.80107053
 0.81060708 0.82014364 0.82968019 0.83921674 0.8487533  0.85828985
 0.8678264  0.87736296 0.88689951 0.89643607 0.90597262 0.91550917
 0.92504573 0.93458228 0.94411884 0.95365539]"
369,"[0.0095481  0.0190962  0.0286443  0.0381924  0.0477405  0.0572886
 0.0668367  0.0763848  0.08593289 0.09548099 0.10502909 0.11457719
 0.12412529 0.13367339 0.14322149 0.15276959 0.16231769 0.17186579
 0.18141389 0.19096199 0.20051009 0.21005819 0.21960629 0.22915439
 0.23870248 0.24825058 0.25779868 0.26734678 0.27689488 0.28644298
 0.29599108 0.30553918 0.31508728 0.32463538 0.33418348 0.34373158
 0.35327968 0.36282778 0.37237588 0.38192398 0.39147207 0.40102017
 0.41056827 0.42011637 0.42966447 0.43921257 0.44876067 0.45830877
 0.46785687 0.47740497 0.48695307 0.49650117 0.50604927 0.51559737
 0.52514547 0.53469357 0.54424166 0.55378976 0.56333786 0.57288596
 0.58243406 0.59198216 0.60153026 0.61107836 0.62062646 0.63017456
 0.63972266 0.64927076 0.65881886 0.66836696 0.67791506 0.68746316
 0.69701125 0.70655935 0.71610745 0.72565555 0.73520365 0.74475175
 0.75429985 0.76384795 0.77339605 0.78294415 0.79249225 0.80204035
 0.81158845 0.82113655 0.83068465 0.84023275 0.84978084 0.85932894
 0.86887704 0.87842514 0.88797324 0.89752134 0.90706944 0.91661754
 0.92616564 0.93571374 0.94526184 0.95480994]"
370,"[0.00955397 0.01910794 0.0286619  0.03821587 0.04776984 0.05732381
 0.06687778 0.07643174 0.08598571 0.09553968 0.10509365 0.11464761
 0.12420158 0.13375555 0.14330952 0.15286349 0.16241745 0.17197142
 0.18152539 0.19107936 0.20063333 0.21018729 0.21974126 0.22929523
 0.2388492  0.24840316 0.25795713 0.2675111  0.27706507 0.28661904
 0.296173   0.30572697 0.31528094 0.32483491 0.33438888 0.34394284
 0.35349681 0.36305078 0.37260475 0.38215871 0.39171268 0.40126665
 0.41082062 0.42037459 0.42992855 0.43948252 0.44903649 0.45859046
 0.46814443 0.47769839 0.48725236 0.49680633 0.5063603  0.51591426
 0.52546823 0.5350222  0.54457617 0.55413014 0.5636841  0.57323807
 0.58279204 0.59234601 0.60189998 0.61145394 0.62100791 0.63056188
 0.64011585 0.64966981 0.65922378 0.66877775 0.67833172 0.68788569
 0.69743965 0.70699362 0.71654759 0.72610156 0.73565553 0.74520949
 0.75476346 0.76431743 0.7738714  0.78342537 0.79297933 0.8025333
 0.81208727 0.82164124 0.8311952  0.84074917 0.85030314 0.85985711
 0.86941108 0.87896504 0.88851901 0.89807298 0.90762695 0.91718092
 0.92673488 0.93628885 0.94584282 0.95539679]"
371,"[-4.77385142e-15  9.71898590e-03  1.94379718e-02  2.91569577e-02
  3.88759436e-02  4.85949295e-02  5.83139154e-02  6.80329013e-02
  7.77518872e-02  8.74708731e-02  9.71898590e-02  1.06908845e-01
  1.16627831e-01  1.26346817e-01  1.36065803e-01  1.45784789e-01
  1.55503774e-01  1.65222760e-01  1.74941746e-01  1.84660732e-01
  1.94379718e-01  2.04098704e-01  2.13817690e-01  2.23536676e-01
  2.33255662e-01  2.42974648e-01  2.52693633e-01  2.62412619e-01
  2.72131605e-01  2.81850591e-01  2.91569577e-01  3.01288563e-01
  3.11007549e-01  3.20726535e-01  3.30445521e-01  3.40164507e-01
  3.49883492e-01  3.59602478e-01  3.69321464e-01  3.79040450e-01
  3.88759436e-01  3.98478422e-01  4.08197408e-01  4.17916394e-01
  4.27635380e-01  4.37354366e-01  4.47073351e-01  4.56792337e-01
  4.66511323e-01  4.76230309e-01  4.85949295e-01  4.95668281e-01
  5.05387267e-01  5.15106253e-01  5.24825239e-01  5.34544225e-01
  5.44263210e-01  5.53982196e-01  5.63701182e-01  5.73420168e-01
  5.83139154e-01  5.92858140e-01  6.02577126e-01  6.12296112e-01
  6.22015098e-01  6.31734084e-01  6.41453069e-01  6.51172055e-01
  6.60891041e-01  6.70610027e-01  6.80329013e-01  6.90047999e-01
  6.99766985e-01  7.09485971e-01  7.19204957e-01  7.28923943e-01
  7.38642928e-01  7.48361914e-01  7.58080900e-01  7.67799886e-01
  7.77518872e-01  7.87237858e-01  7.96956844e-01  8.06675830e-01
  8.16394816e-01  8.26113802e-01  8.35832787e-01  8.45551773e-01
  8.55270759e-01  8.64989745e-01  8.74708731e-01  8.84427717e-01
  8.94146703e-01  9.03865689e-01  9.13584675e-01  9.23303661e-01
  9.33022647e-01  9.42741632e-01  9.52460618e-01  9.62179604e-01]"
372,"[0.00972077 0.01944154 0.02916231 0.03888309 0.04860386 0.05832463
 0.0680454  0.07776617 0.08748694 0.09720771 0.10692848 0.11664926
 0.12637003 0.1360908  0.14581157 0.15553234 0.16525311 0.17497388
 0.18469466 0.19441543 0.2041362  0.21385697 0.22357774 0.23329851
 0.24301928 0.25274006 0.26246083 0.2721816  0.28190237 0.29162314
 0.30134391 0.31106468 0.32078545 0.33050623 0.340227   0.34994777
 0.35966854 0.36938931 0.37911008 0.38883085 0.39855163 0.4082724
 0.41799317 0.42771394 0.43743471 0.44715548 0.45687625 0.46659703
 0.4763178  0.48603857 0.49575934 0.50548011 0.51520088 0.52492165
 0.53464242 0.5443632  0.55408397 0.56380474 0.57352551 0.58324628
 0.59296705 0.60268782 0.6124086  0.62212937 0.63185014 0.64157091
 0.65129168 0.66101245 0.67073322 0.68045399 0.69017477 0.69989554
 0.70961631 0.71933708 0.72905785 0.73877862 0.74849939 0.75822017
 0.76794094 0.77766171 0.78738248 0.79710325 0.80682402 0.81654479
 0.82626557 0.83598634 0.84570711 0.85542788 0.86514865 0.87486942
 0.88459019 0.89431096 0.90403174 0.91375251 0.92347328 0.93319405
 0.94291482 0.95263559 0.96235636 0.97207714]"
373,"[-1.99815938e-15  9.76512792e-03  1.95302558e-02  2.92953838e-02
  3.90605117e-02  4.88256396e-02  5.85907675e-02  6.83558954e-02
  7.81210233e-02  8.78861513e-02  9.76512792e-02  1.07416407e-01
  1.17181535e-01  1.26946663e-01  1.36711791e-01  1.46476919e-01
  1.56242047e-01  1.66007175e-01  1.75772303e-01  1.85537430e-01
  1.95302558e-01  2.05067686e-01  2.14832814e-01  2.24597942e-01
  2.34363070e-01  2.44128198e-01  2.53893326e-01  2.63658454e-01
  2.73423582e-01  2.83188710e-01  2.92953838e-01  3.02718965e-01
  3.12484093e-01  3.22249221e-01  3.32014349e-01  3.41779477e-01
  3.51544605e-01  3.61309733e-01  3.71074861e-01  3.80839989e-01
  3.90605117e-01  4.00370245e-01  4.10135373e-01  4.19900500e-01
  4.29665628e-01  4.39430756e-01  4.49195884e-01  4.58961012e-01
  4.68726140e-01  4.78491268e-01  4.88256396e-01  4.98021524e-01
  5.07786652e-01  5.17551780e-01  5.27316908e-01  5.37082035e-01
  5.46847163e-01  5.56612291e-01  5.66377419e-01  5.76142547e-01
  5.85907675e-01  5.95672803e-01  6.05437931e-01  6.15203059e-01
  6.24968187e-01  6.34733315e-01  6.44498443e-01  6.54263570e-01
  6.64028698e-01  6.73793826e-01  6.83558954e-01  6.93324082e-01
  7.03089210e-01  7.12854338e-01  7.22619466e-01  7.32384594e-01
  7.42149722e-01  7.51914850e-01  7.61679978e-01  7.71445105e-01
  7.81210233e-01  7.90975361e-01  8.00740489e-01  8.10505617e-01
  8.20270745e-01  8.30035873e-01  8.39801001e-01  8.49566129e-01
  8.59331257e-01  8.69096385e-01  8.78861513e-01  8.88626640e-01
  8.98391768e-01  9.08156896e-01  9.17922024e-01  9.27687152e-01
  9.37452280e-01  9.47217408e-01  9.56982536e-01  9.66747664e-01]"
374,"[0.00969391 0.01938781 0.02908172 0.03877563 0.04846953 0.05816344
 0.06785735 0.07755126 0.08724516 0.09693907 0.10663298 0.11632688
 0.12602079 0.1357147  0.1454086  0.15510251 0.16479642 0.17449032
 0.18418423 0.19387814 0.20357205 0.21326595 0.22295986 0.23265377
 0.24234767 0.25204158 0.26173549 0.27142939 0.2811233  0.29081721
 0.30051111 0.31020502 0.31989893 0.32959284 0.33928674 0.34898065
 0.35867456 0.36836846 0.37806237 0.38775628 0.39745018 0.40714409
 0.416838   0.4265319  0.43622581 0.44591972 0.45561362 0.46530753
 0.47500144 0.48469535 0.49438925 0.50408316 0.51377707 0.52347097
 0.53316488 0.54285879 0.55255269 0.5622466  0.57194051 0.58163441
 0.59132832 0.60102223 0.61071614 0.62041004 0.63010395 0.63979786
 0.64949176 0.65918567 0.66887958 0.67857348 0.68826739 0.6979613
 0.7076552  0.71734911 0.72704302 0.73673693 0.74643083 0.75612474
 0.76581865 0.77551255 0.78520646 0.79490037 0.80459427 0.81428818
 0.82398209 0.83367599 0.8433699  0.85306381 0.86275772 0.87245162
 0.88214553 0.89183944 0.90153334 0.91122725 0.92092116 0.93061506
 0.94030897 0.95000288 0.95969678 0.96939069]"
375,"[0.00962981 0.01925961 0.02888942 0.03851922 0.04814903 0.05777883
 0.06740864 0.07703844 0.08666825 0.09629805 0.10592786 0.11555766
 0.12518747 0.13481727 0.14444708 0.15407688 0.16370669 0.17333649
 0.1829663  0.1925961  0.20222591 0.21185571 0.22148552 0.23111532
 0.24074513 0.25037493 0.26000474 0.26963454 0.27926435 0.28889415
 0.29852396 0.30815376 0.31778357 0.32741337 0.33704318 0.34667299
 0.35630279 0.3659326  0.3755624  0.38519221 0.39482201 0.40445182
 0.41408162 0.42371143 0.43334123 0.44297104 0.45260084 0.46223065
 0.47186045 0.48149026 0.49112006 0.50074987 0.51037967 0.52000948
 0.52963928 0.53926909 0.54889889 0.5585287  0.5681585  0.57778831
 0.58741811 0.59704792 0.60667772 0.61630753 0.62593733 0.63556714
 0.64519694 0.65482675 0.66445655 0.67408636 0.68371617 0.69334597
 0.70297578 0.71260558 0.72223539 0.73186519 0.741495   0.7511248
 0.76075461 0.77038441 0.78001422 0.78964402 0.79927383 0.80890363
 0.81853344 0.82816324 0.83779305 0.84742285 0.85705266 0.86668246
 0.87631227 0.88594207 0.89557188 0.90520168 0.91483149 0.92446129
 0.9340911  0.9437209  0.95335071 0.96298051]"
376,"[0.0096055  0.01921101 0.02881651 0.03842201 0.04802752 0.05763302
 0.06723852 0.07684403 0.08644953 0.09605503 0.10566053 0.11526604
 0.12487154 0.13447704 0.14408255 0.15368805 0.16329355 0.17289906
 0.18250456 0.19211006 0.20171557 0.21132107 0.22092657 0.23053208
 0.24013758 0.24974308 0.25934859 0.26895409 0.27855959 0.28816509
 0.2977706  0.3073761  0.3169816  0.32658711 0.33619261 0.34579811
 0.35540362 0.36500912 0.37461462 0.38422013 0.39382563 0.40343113
 0.41303664 0.42264214 0.43224764 0.44185314 0.45145865 0.46106415
 0.47066965 0.48027516 0.48988066 0.49948616 0.50909167 0.51869717
 0.52830267 0.53790818 0.54751368 0.55711918 0.56672469 0.57633019
 0.58593569 0.5955412  0.6051467  0.6147522  0.6243577  0.63396321
 0.64356871 0.65317421 0.66277972 0.67238522 0.68199072 0.69159623
 0.70120173 0.71080723 0.72041274 0.73001824 0.73962374 0.74922925
 0.75883475 0.76844025 0.77804576 0.78765126 0.79725676 0.80686226
 0.81646777 0.82607327 0.83567877 0.84528428 0.85488978 0.86449528
 0.87410079 0.88370629 0.89331179 0.9029173  0.9125228  0.9221283
 0.93173381 0.94133931 0.95094481 0.96055032]"
377,"[0.00956835 0.01913669 0.02870504 0.03827338 0.04784173 0.05741008
 0.06697842 0.07654677 0.08611511 0.09568346 0.10525181 0.11482015
 0.1243885  0.13395685 0.14352519 0.15309354 0.16266188 0.17223023
 0.18179858 0.19136692 0.20093527 0.21050361 0.22007196 0.22964031
 0.23920865 0.248777   0.25834534 0.26791369 0.27748204 0.28705038
 0.29661873 0.30618708 0.31575542 0.32532377 0.33489211 0.34446046
 0.35402881 0.36359715 0.3731655  0.38273384 0.39230219 0.40187054
 0.41143888 0.42100723 0.43057557 0.44014392 0.44971227 0.45928061
 0.46884896 0.4784173  0.48798565 0.497554   0.50712234 0.51669069
 0.52625904 0.53582738 0.54539573 0.55496407 0.56453242 0.57410077
 0.58366911 0.59323746 0.6028058  0.61237415 0.6219425  0.63151084
 0.64107919 0.65064753 0.66021588 0.66978423 0.67935257 0.68892092
 0.69848926 0.70805761 0.71762596 0.7271943  0.73676265 0.746331
 0.75589934 0.76546769 0.77503603 0.78460438 0.79417273 0.80374107
 0.81330942 0.82287776 0.83244611 0.84201446 0.8515828  0.86115115
 0.87071949 0.88028784 0.88985619 0.89942453 0.90899288 0.91856123
 0.92812957 0.93769792 0.94726626 0.95683461]"
378,"[-4.44035418e-16  9.63189405e-03  1.92637881e-02  2.88956822e-02
  3.85275762e-02  4.81594703e-02  5.77913643e-02  6.74232584e-02
  7.70551524e-02  8.66870465e-02  9.63189405e-02  1.05950835e-01
  1.15582729e-01  1.25214623e-01  1.34846517e-01  1.44478411e-01
  1.54110305e-01  1.63742199e-01  1.73374093e-01  1.83005987e-01
  1.92637881e-01  2.02269775e-01  2.11901669e-01  2.21533563e-01
  2.31165457e-01  2.40797351e-01  2.50429245e-01  2.60061139e-01
  2.69693034e-01  2.79324928e-01  2.88956822e-01  2.98588716e-01
  3.08220610e-01  3.17852504e-01  3.27484398e-01  3.37116292e-01
  3.46748186e-01  3.56380080e-01  3.66011974e-01  3.75643868e-01
  3.85275762e-01  3.94907656e-01  4.04539550e-01  4.14171444e-01
  4.23803338e-01  4.33435232e-01  4.43067127e-01  4.52699021e-01
  4.62330915e-01  4.71962809e-01  4.81594703e-01  4.91226597e-01
  5.00858491e-01  5.10490385e-01  5.20122279e-01  5.29754173e-01
  5.39386067e-01  5.49017961e-01  5.58649855e-01  5.68281749e-01
  5.77913643e-01  5.87545537e-01  5.97177431e-01  6.06809325e-01
  6.16441219e-01  6.26073114e-01  6.35705008e-01  6.45336902e-01
  6.54968796e-01  6.64600690e-01  6.74232584e-01  6.83864478e-01
  6.93496372e-01  7.03128266e-01  7.12760160e-01  7.22392054e-01
  7.32023948e-01  7.41655842e-01  7.51287736e-01  7.60919630e-01
  7.70551524e-01  7.80183418e-01  7.89815312e-01  7.99447207e-01
  8.09079101e-01  8.18710995e-01  8.28342889e-01  8.37974783e-01
  8.47606677e-01  8.57238571e-01  8.66870465e-01  8.76502359e-01
  8.86134253e-01  8.95766147e-01  9.05398041e-01  9.15029935e-01
  9.24661829e-01  9.34293723e-01  9.43925617e-01  9.53557511e-01]"
379,"[0.00964224 0.01928448 0.02892672 0.03856896 0.0482112  0.05785344
 0.06749568 0.07713792 0.08678016 0.0964224  0.10606464 0.11570688
 0.12534912 0.13499136 0.1446336  0.15427584 0.16391808 0.17356032
 0.18320256 0.1928448  0.20248704 0.21212928 0.22177152 0.23141376
 0.241056   0.25069824 0.26034048 0.26998272 0.27962496 0.2892672
 0.29890944 0.30855168 0.31819392 0.32783616 0.3374784  0.34712064
 0.35676288 0.36640512 0.37604736 0.3856896  0.39533184 0.40497408
 0.41461632 0.42425856 0.4339008  0.44354304 0.45318528 0.46282752
 0.47246976 0.482112   0.49175424 0.50139648 0.51103872 0.52068096
 0.5303232  0.53996544 0.54960768 0.55924992 0.56889216 0.5785344
 0.58817664 0.59781888 0.60746112 0.61710336 0.6267456  0.63638784
 0.64603008 0.65567232 0.66531456 0.6749568  0.68459904 0.69424128
 0.70388352 0.71352576 0.723168   0.73281024 0.74245248 0.75209472
 0.76173696 0.7713792  0.78102144 0.79066368 0.80030592 0.80994816
 0.8195904  0.82923264 0.83887488 0.84851712 0.85815936 0.8678016
 0.87744384 0.88708608 0.89672832 0.90637056 0.9160128  0.92565504
 0.93529728 0.94493952 0.95458176 0.964224  ]"
380,"[0.00952953 0.01905905 0.02858858 0.0381181  0.04764763 0.05717715
 0.06670668 0.0762362  0.08576573 0.09529525 0.10482478 0.1143543
 0.12388383 0.13341335 0.14294288 0.1524724  0.16200193 0.17153145
 0.18106098 0.1905905  0.20012003 0.20964955 0.21917908 0.2287086
 0.23823813 0.24776765 0.25729718 0.2668267  0.27635623 0.28588575
 0.29541528 0.3049448  0.31447433 0.32400385 0.33353338 0.3430629
 0.35259243 0.36212195 0.37165148 0.381181   0.39071053 0.40024005
 0.40976958 0.4192991  0.42882863 0.43835816 0.44788768 0.45741721
 0.46694673 0.47647626 0.48600578 0.49553531 0.50506483 0.51459436
 0.52412388 0.53365341 0.54318293 0.55271246 0.56224198 0.57177151
 0.58130103 0.59083056 0.60036008 0.60988961 0.61941913 0.62894866
 0.63847818 0.64800771 0.65753723 0.66706676 0.67659628 0.68612581
 0.69565533 0.70518486 0.71471438 0.72424391 0.73377343 0.74330296
 0.75283248 0.76236201 0.77189153 0.78142106 0.79095058 0.80048011
 0.81000963 0.81953916 0.82906868 0.83859821 0.84812774 0.85765726
 0.86718679 0.87671631 0.88624584 0.89577536 0.90530489 0.91483441
 0.92436394 0.93389346 0.94342299 0.95295251]"
381,"[0.00950452 0.01900905 0.02851357 0.0380181  0.04752262 0.05702715
 0.06653167 0.0760362  0.08554072 0.09504525 0.10454977 0.1140543
 0.12355882 0.13306335 0.14256787 0.1520724  0.16157692 0.17108145
 0.18058597 0.1900905  0.19959502 0.20909955 0.21860407 0.2281086
 0.23761312 0.24711765 0.25662217 0.2661267  0.27563122 0.28513575
 0.29464027 0.3041448  0.31364932 0.32315385 0.33265837 0.3421629
 0.35166742 0.36117195 0.37067647 0.380181   0.38968552 0.39919005
 0.40869457 0.4181991  0.42770362 0.43720815 0.44671267 0.4562172
 0.46572172 0.47522625 0.48473077 0.4942353  0.50373982 0.51324434
 0.52274887 0.53225339 0.54175792 0.55126244 0.56076697 0.57027149
 0.57977602 0.58928054 0.59878507 0.60828959 0.61779412 0.62729864
 0.63680317 0.64630769 0.65581222 0.66531674 0.67482127 0.68432579
 0.69383032 0.70333484 0.71283937 0.72234389 0.73184842 0.74135294
 0.75085747 0.76036199 0.76986652 0.77937104 0.78887557 0.79838009
 0.80788462 0.81738914 0.82689367 0.83639819 0.84590272 0.85540724
 0.86491177 0.87441629 0.88392082 0.89342534 0.90292987 0.91243439
 0.92193892 0.93144344 0.94094797 0.95045249]"
